"annotation_id"	"annotator"	"created_at"	"id"	"lead_time"	"sentiment"	"text"	"updated_at"
233	"1"	"2025-10-08T13:22:20.137050Z"	1216	16.471	"Pelayanan Publik"	"Bansos tidak tepat sasaran tidak hanya berlangsung baru² ini saja, tapi sudah sejak lama. Ini menjadi konsen saya bahwa apa tidak ada tim yang turun kelapangan untuk mengawasi bahwa bansos tsb tepat sasaran atau tidak. Masih banyak orang yg seharusnya lebih membutuhkan justru tidak di pernah tersentuh bantuan dari pemerintah. Saya hanya ingin menyampaikan saran agar kedepannya pemerintah dapat lebih mengawasi hal-hal seperti ini. Terimakasih."	"2025-10-08T13:22:20.137050Z"

234	"1"	"2025-10-08T13:26:18.799446Z"	1217	237.58	"Pelayanan Publik"	"Assalamu'alaikum... Saya mau mengadukan PT. Jaleca tri tunggal kalimanah purbalingga distributor rokok tabaco terkait saya terkena PHK tetapi tidak ada uang pesangon atau UPMK. Dan tidak ada informasi terkait perihal tersebut dari pimpinan. Saya bekerja di PT tersebut kurang lebih 1 tahun 3 bulan. Dan setahu saya sudah jadi karyawan tetap. Mohon bantuan nya bapak ibu. Terima kasih"	"2025-10-08T13:26:18.799446Z"

235	"1"	"2025-10-08T13:26:31.793490Z"	1218	11.639	"Pelayanan Publik"	"Assalamualaikum ibu tiwi semoga dalam keadaan sehat, bahagia dan salam rahayu bagi kita semua, ibu... Saya bekerja di PT sungchang cabang cipawon hapir 4 tahun, kemarin saya di putus kontrak tanpa alasan. taget barang, absen prilaku saya jaga, ttd kontrak tahun kemarin nilai prestasi saya sangat bagus alhamdulillah Dirut utama sampai memuji prestasi saya lewat kepala bagian saya, saya jaga sampai kemarin saya putus kontrak, yang saya mau tanyakan ibu... Apa ketika kita bekerja melebihi target yang PT terapkan itu di permasalahkan? Sedangkan HRD yang memutus kontrak saya saja sampai tidak enak penyampaikan hal ini, kalo benar saya di putus kontrak karena kebijakan putus kontrak saya terima tapi kalau ada antek2 dari pihak lain saya mohooon sekali ibu tolong tanyakan ini kpd Direktur utama Sungchang, trimakasih ibu sudah membaca curhatan hati saya karena saya bingung mau mengadu kpd kesiapa lagi."	"2025-10-08T13:26:31.793490Z"

236	"1"	"2025-10-08T13:27:06.482031Z"	1219	32.622	"Pelayanan Publik"	"Asalamualaikum.wr. wb Mohon petunjuk bapak ibuk saya kodar anak dari ibuk karmi yg beralamat di desa kalitinggar rt. 02 rw 03 akan melaporkan kades kalitinggar sebagai berikut : 1. Bahwa ibuk saya mengadu ke kades klintinggar tentang kejelasan masalah pemberian PKH akan tetapi kades tersebut malah marah dan membentak- bentak ibuk saya tidak jelas, karena selama adanya PKH ibuk saya belum pernah menerima bantuan tersebut sehingga ibuk saya yang janda beruasia 66 tahun meminta kejelasan dari bapak kades yang terhormat akan tetapi tidak menerima penjelasan yang memuaskan. 2. Kepada bapak ibuk supaya dapat menegur kades tersebut supaya menjaga etika yang baik. 3. Saya selaku anak merasa kecewa dengan gaya kepemimpinan yang dipimpin oleh kades tersebut. 4. Apakah kades tidak pernah diajarkan tentang etika berbicara dengan warganya. 5. Saya selaku anak dari ibuk karmi memohon kepada bapak ibuk yang terhormat supaya dapat memberikan penjelasan kepada ibuk saya sehingga membuat ibuk saya puas dan tidak merasa janggal, karena meminta penjelasan dari kades tersebut bukan mendapatkan penjelasan malah ibuk saya dibentak-bentak dengan tidak wajar sehingga ibuk saya sampai sekarang mengalami trauma.. Atas perhatiannya mohon kebijaksanaannya bapak ibuk"	"2025-10-08T13:27:06.482031Z"

237	"1"	"2025-10-08T13:27:25.728690Z"	1220	16.558	"Pelayanan Publik"	"Salam sejahtera ibu bupati..sy mau mengadukan perihal permohonan migrasi tarif listrik dr R1 ke B1 yg blm ada survei ataupun feedback dr pihak PLN sama sekali.padahal permohonan/pengajuan sy sdh 1 tahun lebih,dan sdh memenuhi persyaratan termasuk menaikkan tarif dr saya 900 ke daya 1300,dgn biaya 450.000 Setiap sy tanyakan ke PLN selalu jwbannya sama, nanti sy cek ke pusat,kalo sdh sy hubungi anda tapi sampe skrg blm ada informasi apapun dr PLN,minta tlg di cek ke PLN terkait status permohonan sy,atas nama pemohon PANCA SETIAJI,Purbalingga lor.ID pelanggan 32029989723."	"2025-10-08T13:27:25.728690Z"

238	"1"	"2025-10-08T13:27:55.276213Z"	1221	28.315	"Sosial dan Ekonomi"	"assalamualaikum mohon maf mau menanyakan prihal bansos bpnt dan pkh,sedangkan di data DTKS masih ada keterangan YA apakah keterangan YA tersebut berarti masih sebage penerima atau bagemana ??,,karena di bulan agustus belum keluar atau memang sudah tidak sebage penerima lagi mohon penjelasannya ,,terimakasih .."	"2025-10-08T13:27:55.276213Z"

239	"1"	"2025-10-08T13:28:26.407911Z"	1222	30.047	"Sosial dan Ekonomi"	"Mohon maaf ijin bertanya, wacana tunjangan TPG bagi guru yg 50% apakah bisa direalisasikan sesuai surat dari Kemenkeu?"	"2025-10-08T13:28:26.407911Z"

240	"1"	"2025-10-08T13:28:38.106517Z"	1223	10.644	"Pelayanan Publik"	"Air PDAM di purbalingga lor alirannya cuma kecil. Buat mandiin kucing aja susah , apalagi untuk nyuci baju sama mandi. tolong diperbaiki biar mantap alirannya"	"2025-10-08T13:28:38.106517Z"

241	"1"	"2025-10-08T13:28:48.173613Z"	1224	8.973	"Pelayanan Publik"	"Selamat siang, ijin melaporkan tentang keberadaan gerombolan anak-anak punk yang lumayan mengganggu. Lokasi di perempatan lampu merah bukateja."	"2025-10-08T13:28:48.173613Z"

242	"1"	"2025-10-08T13:28:55.614178Z"	1225	5.884	"Infrastruktur"	"Assalamu'alaikum wr.wb Kepada Yth Bu Bupati Purballingga untuk jalan raya Gemuruh sebelah timur Pondok Gringsing Gemuruh jalannya sudah berlubang membahayakan pengguna jalan .mohon kepada Bupati untuk di tinjau dan diperbaiki .Terima kasih kepada Dinas terkait."	"2025-10-08T13:28:55.614178Z"

243	"1"	"2025-10-08T13:29:05.785493Z"	1226	8.712	"Pelayanan Publik"	"Assallamualikum wr WB ..Sugeng Dalu Bu bupati pbg sy ortu dr restu Ari .Kuntoro . Desa bandingan .Kejobong .pbg ..nyuwun informasi langkah utama minta surat rekomendasi dari ibu bupati perihal anak sy restu dapat surat tugas magang di dishub Purbalingga ada surat dr kampusnya PKTJ Tegal sekolah kedinasan jurusan MKTJ program Reguler . td siang anak menghadap ke kepala dishub pbg . Tp bs diterima kalau ada surat rekomendasi Bupati jd saya memberanikan diri matur ibu bupati sebelum dan sesudahnya Natur nuwun"	"2025-10-08T13:29:05.785493Z"

244	"1"	"2025-10-08T13:29:19.336996Z"	1227	24.441	"Lingkungan"	"Kandang ayam teralu dekat dengan lingkungan masyarakat. Kami sangat terganggu dengan bau kotoran terlebih kami juga takut pda segi kesehatan kami dan para orang tua kami yang sudah renta dalam masa panjang. Tolong kami warga kecil"	"2025-10-08T13:29:39.192663Z"

245	"1"	"2025-10-08T13:29:57.511164Z"	1228	13.011	"Pelayanan Publik"	"Mohon ijin pimpinan, saya sudah melaporkan hal ini ke bakuda dan dinkominfo, terkait berdirinya baliho pemerintah di tanah pribadi yang berlokasi di desa karang reja dusun siaren rt.03/01 kecamatan karangreja, kabupaten purbalingga. Kami membeli tanah tersbut tahun 2022 dan ingin merenovasi akan tetapi terhalang oleh baliho tersebut. Kami menanyakan kepada pemilik tanah sebelumnya apakah ada surat ijin ataupun kontrak sewa baliho tersebut ternyata tidak ada. Sebenarnya sangat mudah untuk menurunkan baliho tersebut akan tetapi kami memahami bahwa baliho tersebut adalah milik negara, jika kami menurunkan tanpa ijin maka akan menambah permaslaahan baru, kami mohon tindak lanjut dari hal tersebut karena dari bakeuda dan dinkominfo belum ada respon sampai hari ini. Mohon jawabannya. terimaksaih"	"2025-10-08T13:29:57.511164Z"

246	"1"	"2025-10-08T13:30:16.672542Z"	1229	17.769	"Pelayanan Publik"	"Apakah ada program kesehatan untuk pondok pesantren?"	"2025-10-08T13:30:16.672542Z"

247	"1"	"2025-10-08T13:30:33.485813Z"	1230	14.886	"Sosial dan Ekonomi"	"Assalamualaikum warhmatulohiwabarokatu. Salam hormat dari kami. Binangun dusun jumbleng. Maaf mau tanya. Apakah dana desa bisa di gunakan buat pembangunan masjid.? Kebetulan untuk saat ini kami warga lgi kekurangan dana buat pembangunan masjid. Jadi kami mohon kalo emang bisa. Sebagian buat bangun masjid. Trimakasih sekian dari kami warga jumbleng."	"2025-10-08T13:30:33.485813Z"

248	"1"	"2025-10-08T13:30:39.443316Z"	1231	4.861	"Pelayanan Publik"	"air PDAM setiap hari pada pukul 05.30 s.d 07.30 selalu mati, bahkan dihari minggu air sangat kecil menyalanya sepanjang hari. mohon untuk segera di perbaiki karena sangat mengganggu aktivitas sehari-hari . terimakasih"	"2025-10-08T13:30:39.443316Z"

249	"1"	"2025-10-08T13:30:51.279496Z"	1232	9.863	"Lingkungan"	"Kandang ayam terlalu dekat dengan lingkungan masyarakat dan tidak ada tembok pembatas. Kami hanya takut untuk masa tua para orang tua yang sudah rentan terdampak buruk bagi kesehatan. Tidak hanya berdampak buruk bagi para prang tua, namun lingkungan kami yang lain terkadang selalu merasa resah jika bau kotorannya menyebar ke mana mana. Keterangan lokasi kurang sesuai karena ini kurang mencakup sama gmaps Tapi lokasi sudah paling dekat yang saya pilih Tolong selamatkan kami para masyarakat kecil."	"2025-10-08T13:30:51.279496Z"

250	"1"	"2025-10-08T13:31:36.187964Z"	1233	43.693	"Pelayanan Publik"	"Mohon maaf, mau tanya terkait tunjangan 50 persen dari thr dan gaji 13 untuk guru akan di salurkan kapan nggih? Karna dulu sempat ada kabar setelah tw 2 cair tapi sampai sekarang belum ada kabar penyaluran.. terimakasih."	"2025-10-08T13:31:36.187964Z"

251	"1"	"2025-10-08T13:31:46.353217Z"	1234	8.844	"Sosial dan Ekonomi"	"Slamet siang kpd pemernth kab Purbalingga...saya OKI YANTO alamat Serayu larangan rt2/6 KEC mrebet kab purblingga,saya pnyandang TB paru mengeluhkan pnykit saya yg hampir 1 th ini blm juga normal,,dan kami sangat berharap kpd pemerintah kab,kec,desa uluran tangan buat mnymbuh kebutuhan hidup keluarga kami Krn sampai saat ini kami tidak ada bantuan dri mna pun ...kami brhrap dengan adanya pengaduan ini pihak pemerintah tidak memandang sebelah mata ..sampai saat ini pun kami masih di rujuk untuk rawat jln di RSUD GOETENG T dgn no.RM 00828639..sekian prmohonan kami mohon mf apa bila ada salah dlm pengetikan kata ."	"2025-10-08T13:31:46.353217Z"

252	"1"	"2025-10-08T13:31:51.596468Z"	1235	4.056	"Pelayanan Publik"	"Pelayanan buruk, dokter tidak disiplin. Jadwal periksa jam 7, sampai jam 10 dokter belum hadir. Pasien bukanya berobat jadi sembuh malah tambah parah karena menunggu. Lewat jalur Umum bukan BPJS."	"2025-10-08T13:31:51.596468Z"

253	"1"	"2025-10-08T13:33:26.340228Z"	1236	93.269	"Pelayanan Publik"	"Bismillah, Selamat siang, Saya mau menyampaikan beberapa hal, 1. Tadinya saya mau komplain terkait tidak adanya reset password di website esppt, namun ternyata sudah pernah ada yang bertanya, dan sudah terjawab. Tapi, kenapa harus ke kantor? Tidak bisakah ditambahkan ke website, fitur tersebut, agar ke depannya lebih efektif bagi pengguna? 2. Semalam saya tidak bisa meng-akses website tersebut, setelah bertanya² pada beberapa ornag, mereka bilang, padahal sabtu & minggu siang bisa di-akses. Jadi, apa memang hanya bisa di-akses saat pagi sampai sore saja? Terimakasih atas tanggapan & kejelasan yang akan diberikan."	"2025-10-08T13:33:26.340228Z"

254	"1"	"2025-10-08T13:33:45.159836Z"	1237	17.505	"Pelayanan Publik"	"Assalamualaikum permisi min, saya sedang mengajukan surat pindah luar propinsi secara online sejak tgl 2 agustus sampai sekarang saya cek statusnya masih dlm proses, sedangkan dulu saya juga pernah mengajukan surat pindah melalui aplikasi dukcapil optima, 3 hari berikutnya berkas surat pindah sdh jadi dan dkirim via email, tlg utk dteruskan ke dinas terkait agar segera ditindaklanjuti... Maturnuwun"	"2025-10-08T13:33:45.159836Z"

255	"1"	"2025-10-08T13:33:56.748113Z"	1238	9.791	"Sosial dan Ekonomi"	"Mohon bantuannya admin, saya salah satu karyawan di PT wig yg berada di purbalingga...ini mengenai upahgaji karyawan.. Sudah beberapa bulan ini, hak kamigaji selalu terlambat di bagikan dari jadwal yg ditentukan...walapun setiap bulan kami selalu mendapatkan gaji..namun gaji yg diberikan lebih dari tanggal yg seharusnya... Dimohon untuk dinas ketenagakerjaan purbalingga untuk merespon kroscek terhadap PT wig ini.. Karena ini sangat mengecewakan untuk kami para karyawan.."	"2025-10-08T13:33:56.748113Z"

256	"1"	"2025-10-08T13:34:06.763582Z"	1239	8.693	"Infrastruktur"	"Pertigaan atau persimpangan jalan Mayjen Sungkono POM Bensin Kalimanah, saat ini rawan kecelakaan terutama sesama sepeda motor. Mohon dapat ditindaklanjuti"	"2025-10-08T13:34:06.763582Z"

257	"1"	"2025-10-08T13:34:14.720855Z"	1240	6.322	"Pelayanan Publik"	"Puskesmas Bojongsari tidak ramah dan arogan teriak depan orang banyak, bentak bentak orangtua lansia karena ketidaktahuannya tentang alur pengobatan TB. Tolong ditindak lanjuti dong pemda. Ga punya hati nurani si tuh pegawai"	"2025-10-08T13:34:14.720855Z"

258	"1"	"2025-10-08T13:34:24.969749Z"	1241	8.898	"Pelayanan Publik"	"mohon dinas terkait menertibkan pohon yg menempel ke kabel pln ,lokasi ds.padamara rt 4 rw 3"	"2025-10-08T13:34:24.969749Z"

259	"1"	"2025-10-08T13:34:43.901079Z"	1242	17.631	"Pelayanan Publik"	"asslamualikum Yth.bupati purbalingga mohon infonya kapan pengurus perwakilan badan wakaf indonesia purbalingga di bentuk dan dilantik. mohon secepatnya nggih sudah 1 tahun belum ada pemilihan ketua dan pengurus yang sudah habis masa jabatannya ngapunten dan matur nuwun"	"2025-10-08T13:34:43.901079Z"

260	"1"	"2025-10-08T13:34:54.284624Z"	1243	8.86	"Pelayanan Publik"	"Assalamualaikum Bu,adakah lowongan kerja di sektor pertanian di Korea Selatan,biasanya Pemkot Blitar/Pati ada kerja sama dengan pemerintah Korea Selatan di sektor pertanian.Saya lulusan SMK sedang anggur/pengangguran saya suka di bidang pertanian.Biasanya di Pemkot Blitar/Pati sudah ada kerjasama dengan pemerintah Korea Selatan di sektor pertanian.sekian dari saya.Terimakasih Wassalamu'alaikum wr wb"	"2025-10-08T13:34:54.284624Z"

261	"1"	"2025-10-08T13:35:34.088095Z"	1244	38.567	"Pelayanan Publik"	"Assalamualaikum..Selamat pagi ibu Tiwi semoga senantiasa dalam keadaan sehat dan berbahagia,, bu, beberapa waktu lalu saya berkunjung ke perpusda Purbalingga, gedungnya sudah bagus, lantai 2 juga nyaman digunakan untuk mengerjakan tugas atau sekedar membaca, tetapi sangat saya sayangkan..di ruang paud / anak anak karpet nya lembab dan basah, jadi menimbulkan bau dan rasa tidak nyaman, dan ini sudah berlangsung cukup lama.. saya beberapa kali ke ruang paud dan karpetnya masih basah dan lembab..padahal anak anak banyak juga yang bermain dan membaca baca buku disitu.. mohon kiranya bisa ditindak lanjuti, untuk karpet di ruang paud/membaca anak.. dan semoga bisa ditambah untuk koleksi koleksi buku buku yang baru dan mainan mainan anak yg edukatif untuk di ruang paud,, terima kasih atas perhatiannya, semoga selalu dalam perlindungan Alloh aamiin"	"2025-10-08T13:35:34.089095Z"

262	"1"	"2025-10-08T13:35:57.009267Z"	1245	21.339	"Pelayanan Publik"	"yth, bupati Purbalingga. kami minta ada sidak rumah singgah darma perwira. karena selalu kosong tdk ada penjaga serta kosong dari klien. swun."	"2025-10-08T13:35:57.010263Z"

263	"1"	"2025-10-08T13:36:23.353682Z"	1246	25.19	"Pelayanan Publik"	"Buat dishub Purbalingga, maaf itu tukang parkir yg di depan komplek pegadaian kota ada ijinnya ngga sih? Tukang parkirnya masih muda dan berseragam, masa beli cenil 3 ribu dan naruh vermakan kok diparkiri, memalukan sekali lah menurut saya, kasihan bakul cenil dan tukang vermak nya, kasihan juga konsumennya, kalo ngasih ijin parkiran tolonglah yg agak bijaksana."	"2025-10-08T13:36:23.353682Z"

264	"1"	"2025-10-08T13:36:35.343114Z"	1247	10.711	"Sosial dan Ekonomi"	"Saya mau mengadu masalah iuran BPJS Ketenagakerjaan di perusahaan PT Sinar Cendana Abadi. Jadi bukan saya saja banyak teman-teman yang belum dapat mencairkan BPJS Ketenagakerjaan dikarenakan perusahaan belum membayar iuran sesuai bulannya. Terimakasih"	"2025-10-08T13:36:35.343114Z"

265	"1"	"2025-10-08T13:36:40.004390Z"	1248	3.926	"Pelayanan Publik"	"Puskesmas kalimanah pelayanan sangat buruk, lama, petugas lamban, bikin surat rujukan sampe 3 jam"	"2025-10-08T13:36:40.004390Z"

266	"1"	"2025-10-08T13:36:58.998594Z"	1249	17.865	"Lingkungan"	"Selamat Malam Pimpinan Kab. Purbalingga, Mohon ini ada yang mengajak melakukan aksi di sekolah anak saya ,entah ini betul atau tidak ,ini sepertinya orang yang tahu betul seluk beluk sekolah anak saya. Jangan sampai mengganggu kegiatan belajar siswa ."	"2025-10-08T13:36:58.998594Z"

267	"1"	"2025-10-08T13:37:12.352761Z"	1250	12.286	"Lingkungan"	"Merujuk pada: UU Nomor 18/2008 tentang Pengelolaan Sampah. Pasal 29 ayat 1 huruf g: Setiap orang dilarang membakar sampah yang tidak sesuai dengan persyaratan teknis pengelolaan sampah. Perda Prov Jateng No 3 Tahun 2014 tentang Pengelolaan Sampah di Jawa Tengah Pasal 55 huruf d Setiap orang dilarang : d. mengelola sampah yang menyebabkan pencemaran dan/atau perusakan lingkungan. Bersama ini saya menginformasikan bahwa banyak kegiatan pembakaran sampah rumah tangga di lingkungan sekitar perumahan Griya Abdi Kencana Purbalingga yang mana tidak sesuai dengan peraturan peraturan tersebut di atas. Beberapa titik yang sering melakukan pembakaran sampah diantaranya: 1. Belakang Sekolah SMP Negeri 2 Purbalingga 2. Depan Taman Perumahan Griya Abdi Kencana 3. Taman kecil perumahan di sekitar jalan menuju lapangan HPS 4. Sawah belakang perumahan griya abdi kencana 5. Dan masih banyak lagi titik-titik lainnya di dalam perumahan yang lokasinya bisa berganti ganti. Mohon bantuannya dapat segera ditindaklanjuti melalui himbauan berjenjang sampai dengan ke tingkat RT sehingga warga masyarakat di perumahan griya abdi kencana dapat teredukasi khususnya terkait lingkungan hidup. Atau mungkin dapat disosialisasikan kembali perda perda atau aturan-aturan dari dinas lingkungan hidup tentang larangan kegiatan pembakaran sampah yang tidak sesuai prosedur. Sehingga kedepannya kegiatan pembakaran sampah yang tidak sesuai dengan aturan yang dilakukan oleh warga tidak terjadi lagi."	"2025-10-08T13:37:12.352761Z"

268	"1"	"2025-10-08T13:37:24.176912Z"	1251	10.816	"Pelayanan Publik"	"Mohon bantuannya untuk menangani odgj yg meresahkan. Tinggal bersama ibunya yg sudah tua jadi mengganggu kesehatan orangtuanya dan meresahkan masyarakat sekitarnya. Terimakasih semoga ditindaklanjuti"	"2025-10-08T13:37:24.176912Z"

269	"1"	"2025-10-08T13:37:29.067528Z"	1252	3.841	"Infrastruktur"	"8 buah lampu jalan mati di wilayah dusun 3 desa cipawon, kec. Bukateja, mohon ditindaklanjuti, gelap"	"2025-10-08T13:37:29.067528Z"

270	"1"	"2025-10-08T13:37:38.125890Z"	1253	7.65	"Pelayanan Publik"	"formformulir pendaftaran penyuluhan keamanan pangan pada eLaserin-IRTP DinKes Purbalingga tidak ada pilihan desa Bukateja. mohon segera di update pada Form yang benar. terimakasih"	"2025-10-08T13:37:38.125890Z"

271	"1"	"2025-10-08T13:37:45.982963Z"	1254	6.741	"Sosial dan Ekonomi"	"DI SMPN 2 KEMANGKON ditarik uang untuk membeli bangku dan meja sendiri dengan seharga Rp. 650.000 per anak dengan alasan tidak ada bantuan dana BOS disekolah, mohon dituntaskan"	"2025-10-08T13:37:45.982963Z"

272	"1"	"2025-10-08T13:37:54.612285Z"	1255	7.282	"Pelayanan Publik"	"Bagaimana cara untuk membuat kartu tani untuk pembelian pupuk bersubsidi.untuk wilayah kecamatan bojongsari."	"2025-10-08T13:37:54.612285Z"

273	"1"	"2025-10-08T13:38:07.660217Z"	1256	11.404	"Pelayanan Publik"	"Mohon segera tindak tegas kepala bank bukopin purbalingga yg mempersulit nasabah nya bu , Mau pelunasan sj di hub susah bgt malah WA suami sy di blokir kepala macam apa itu ...mohon bantuan nya bu segera di tegur jangan mempermainkan nasabah apalagi suami sy pensiunan guru yg sdh lanjut usia harusnya dipermudah.terima kasih"	"2025-10-08T13:38:07.660217Z"

274	"1"	"2025-10-08T13:38:24.800193Z"	1257	15.747	"Pelayanan Publik"	"Assalamu'alaikum wr wb Izin menyampaikan keluh kesah, kami warga di dusun Melung, desa Larangan, kec. Pengadegan seringkali kesulitan air ketika musim kemarau. Sebenarnya sdh ada fasilitas Pamsimas, hanya saja kapasitasnya belum mampu mencukupi kebutuhan seluruh warga. Selain Pamsimas, saya menyalur pam yg sumbernya dr Gunungwuled, tapi jg jarang sekali keluar air. Rumah saya sdh beberapa hari ini tdk kebagian air, sekalinya air dr pamsimas keluar, debitnya kecil dan hanya sebentar saja. Mohon bantuan dan solusinya, krn sumur saya jg mengering ketika musim kemarau. Terimakasih. Wassalamu'alaikum wr wb"	"2025-10-08T13:38:24.802197Z"

275	"1"	"2025-10-08T13:38:43.513952Z"	1258	16.906	"Pelayanan Publik"	"Assalamu'alaikum Warahmatullahi WabarakatuhYth. Bupati dan Wakil Bupati Purbalingga beserta jajaran dan dinas terkait, saya ingin melaporkan bahwa gapura selamat datang yang ada di perbatasan Purbalingga - Banyumas yang berada di kecamatan kalimanah dan perbatasan Purbalingga - Banjarnegara di kecamatan Bukateja kurang terawat, bahkan ada yang di tumbuhin rumput liar dibagian gapuranya. Semoga bisa di bersihkan dan di cat ulang kembali, soalnya kan gapura selamat datang merupakan wajah dari Kabupaten Purbalingga, Terimakasih semoga bisa dirawat dengan baik lagi. Wassalamu'alaikum Warahmatullahi Wabarakatuh"	"2025-10-08T13:38:43.513952Z"

276	"1"	"2025-10-08T13:39:01.473476Z"	1259	16.802	"Infrastruktur"	"Penambangan pasir ilegal disepanjang sungai serayu lokasi diperbatasan karang cengis cipawon masuk . Mohon tindakan yang nyata. Melibatkan dua alat berat dan truk yang mengangkut juga melebihi tonase tronton . Lingkungan dirugikan tapi tidak berani ambil tindakan. Karena ada bening"	"2025-10-08T13:39:01.473476Z"

277	"1"	"2025-10-08T13:39:08.331611Z"	1260	5.445	"Pelayanan Publik"	"Hallo, apakah cuti lebaran diperbolehkan untuk bekerja? Dan harinya cuti nasional bisa diganti hari lain untuk bekerja,? Trus cuti dari pemerintah untuk pekerja buruh bagaimana ???"	"2025-10-08T13:39:08.331611Z"

278	"1"	"2025-10-08T13:39:53.464864Z"	1261	42.576	"Pendidikan"	"Kepada Yth Bpk/Ibu pimpinan DINDIKBUD Purbalingga Assalamu'alaikum wr ... Wb.... Dengan segala hormat, Bersama ini kami ingin menanyakan sehubungan dengan laporan saya sebelumnya dengan no aduan LGWA75722545 tanggal 19 Mei 2023 tentang permohonan masa jabatan Kepala Sekolah SDN2 Grecol Kalimanah, dimana dalam laporan tersebut kami para wali murid mengajukan permohonan bukan memberi saran seperti apa yg disampaikan instansi terkait, kami menginginkan jabatan Kepsek SDN2 Grecol Bp Saryono bisa lebih lama karena selama pergantian Kepsek baru kali ini kami menemukan kinerja Kepsek yg begitu bagus beliau rela melakukan tugas di luar tugas utama sebagai Kepsek. Perlu Bpk/Ibu ketahui bahwa semua itu mutlak atas kemauan para wali murid tidak ada interfensi baik dari guru maupun Kepsek. Kami dapat informasi bahwa setelah menerima aduan pertama saya pihak Dindikbud langsung membentuk tim 8 investigasi dan konon dari situ tim menemukan bukti dan fakta yang bisa sebagai dasar penolakan permohonan kami, sedangkan kami belum pernah menerima jawaban yg pasti dari Dindikbud, setahu saya itu cuma penjelasan fungsi pergantian Kepsek, kalau memang benar dari tim 8 investigasi telah menemukan bukti dan fakta tlg beritahukan kepada kami bukti & fakta apa, dan apakah kami salah sebagai wali murid mempunyai keinginan seperti itu. Untuk sekarang Kepsek SDN2 Grecol sudah tergantikan otomatis itu sebagai penolakan atas permohonan kami yg tanpa pemberitahuan dan penjelasan terlebih dahulu. Sekali lg kamu mohon kebijaksanaan dari BPK/Ibu instansi Dindikbud untuk melihat kembali aduan saya sebelumnya yaitu permohonan bukan memberi saran. Apabila ada kata yg kurang berkenan di hati Bpk/Ibu sekalian kami mohon ma'af yg sebesar besarnya .... Matur nuwun"	"2025-10-08T13:39:53.464864Z"

279	"1"	"2025-10-08T13:40:11.448093Z"	1262	16.518	"Sosial dan Ekonomi"	"Saya bekerja di PT yang gajinya sebulan kisaran 500 karena memang kondisi perusahaan sudah lebih dari setahun memang ada kendala, suami saya kerja sebagai tukang servis water heater. Anak saya 2 kelas 4SD dan kelas 1SD tahun ini. Saya satu keluarga BPJS kesehatan bayar sendiri dari dulu karena memang tidak dapat dari pemerintah. Entah itu BPJS kesehatan dan bantuan PKH. Anak saya punya punya riwayat asma, sudah lebih dari setahun saya tidak bisa membayar BPJS karena memang penghasilan saya dan suami tidak mencukupi. Saya sudah datang ke balai desa majatengah minta surat SKTM, dan sudah ke dinsos hasilnya tidak ada. Saya juga sudah DM ke Bupati Purbalingga Bu Tiwi, tidak ada balasan. Amat disayangkan tanggapan dari aparat pemerintah kurang cekatan."	"2025-10-08T13:40:11.448093Z"

280	"1"	"2025-10-08T13:40:21.077736Z"	1263	8.19	"Pelayanan Publik"	"Selamat Siang, untuk program nasional PTSL apakah sudah ada di desa tunjungmuli?"	"2025-10-08T13:40:21.077736Z"

281	"1"	"2025-10-08T13:40:27.192273Z"	1264	4.637	"Pendidikan"	"Kapasitas siswa di SDN 1 Bojongsari melebihi daya tampung, tidak sesuai dengan permendikbud nomor 22 tahun 2016. Bahkan 1 kelas yang harusnya maksimal 28 siswa untuk tingkat sd diisi lebih dari 30, sehingg tidak nyaman untuk belajar. Mohon dinas terkait menindak lanjuti. Terima kasih."	"2025-10-08T13:40:27.192273Z"

282	"1"	"2025-10-08T13:40:46.812040Z"	1265	18.201	"Pendidikan"	"Malam bpk ibu yg terhormat. Yg pertama Saya ingin menyampaikan bahwasanya pabrik2 dipurbalingga kebanyakan merekrut tenaga kerja perempuan, apa dari pemda bisa mengusahakan untuk melakukan perundingan dg para pengusaha supaya merekrut tenaga kerja laki2.? Karna yg kita tahu bahwa angka pengangguran laki2 jauh lebih tinggi. Lalu yg kedua, kenapa aturan pabrik2 dipurbalingga ketika merekrut karyawan baru dg syarat sudah berpengalaman dalam bidangnya. Lantas bagaimana nasib mereka yg belum memiliki pengalaman, bagaimana mereka bisa punya pengalaman kalo tidak dikasih kesempatan belajar, bukankah setiap pabrik itu memiliki waktu tranning terlebih dahulu utk karyawan baru? Dimana waktu tranning tsb digunakan karyawan baru utk belajar pada bidang yg dibutuhkan. Kasihan mereka yg memiliki ijazah sma/smk kalah saing dg mereka yg memiliki pengalaman. Mohon untuk lebih diperhatikan lg pak bu. Supaya perekonomian dipurbalingga lebih maju. Sekian dan terimakasih."	"2025-10-08T13:40:46.812040Z"

283	"1"	"2025-10-08T13:41:01.392948Z"	1266	12.632	"Sosial dan Ekonomi"	"tolong bupati purbalingga sampaikan ke dinas pendidikan kabuoaten purbalingga knpa di smp negri masih di pungut uang gedung yg jumlahnya peranak 1jt lebih.. belum lagi yg mewajibkan anak harus ke Owabong 2 kali sebulan dan biaya buat seragam kain kasar seperri itu sampai 1,7jt peranak apakah iya dunia pendidikan sekarang itu adalah lahan bisnis"	"2025-10-08T13:41:01.392948Z"

