text,kategori
"Sudah memasuki tahun 2025, namun hingga kini belum ada anggaran operasional untuk bus sekolah, padahal status darurat COVID-19 telah dicabut sejak 21 Juli 2023. Apakah dinas pendidikan tidak memiliki inisiatif untuk mempersiapkan anggaran ini?",Pelayanan Publik
"Kapan kira-kira pemerintah Kabupaten Purbalingga akan memperbaiki layanan angkot pedesaan dan perkotaan? Apakah ada rencana untuk membuat sistem seperti Jaklingko atau fideer Batik Solo Trans? Mengingat Perda No. 8 Tahun 2023 mewajibkan pemerintah daerah menyediakan angkutan umum yang aman dan nyaman, kapan masyarakat Purbalingga bisa menikmati layanan angkutan umum yang lebih baik?",Pelayanan Publik
Mohon untuk pemkab purbalingga supaya memperbaiki fasilitas olahraga yg rusak d GOR guntur darjono.. selain itu mohon untuk diperbanyak fasilitas olahraga yg bisa dipakai publik baik itu di GOR atau di Alun-alun.. karena sesungguhnya mensana in corpore sano..,Pelayanan Publik
Air PDAM di tempat saya sering sekali mati terutama saat pagi pukul 05.00 s/d 10.00 dan sore pukul 17.00 s/d 20.00 menyala hanya di jam tertentu saja. Alamat saya di Desa Jatisaba RT 10 RW 04 Kec. Purbalingga. Mohon segera diperbaiki karena sangat mengganggu aktifitas sehari-hari.,Pelayanan Publik
"Ketika hidup semakin sulit, penghuni Rusunawa dipaksa memilih antara melunasi kewajiban atau kehilangan tempat tinggal. Mereka yang berjuang dengan penghasilan yang tak cukup kini dihadapkan pada ancaman pengosongan. Tak ada tempat lain untuk pulang, hanya doa dan harapan agar pemerintah lebih bijak memahami kesulitan mereka. Semoga ada jalan keluar yang manusiawi untuk mereka yang sedang terpuruk. Amin...",Sosial dan Ekonomi
Izin melapor kurangnya penerangan jalan dan jalan berlubang yang lebar dan sudah lama dari depan kantor kepala desa karangbanjar ketimur sampai perempatan pasar kutabaru bojongsari. Mohon untuk segera difollow up. Terimakasih,Infrastruktur
TOLONG LAH SEPANJANG JALAN PADAMARA LUBANGNYA NGGA KIRA-KIRA. BIKIN PENGENDARA MOTOR JATUH. TOLONG DIPERBAIKI YG BENER. KOK SEKARANG MALAH MAKIN PARAH LUBANGNYA.,Infrastruktur
Di smpn1 pengadegan masih ada pungutan uang gedung dan uang staditur yang sangat memberatkan bagi kami selaku walimurid kami sudah susah dan dibikin rekasa. tolang di tindak kasian kami rakyat kecil,Pendidikan
"Status honorer yang kelulusannya kode R3 itu kedepanya bagaimana,apakah diangkat menjadi pppk penuh waktu atau paruh waktu . Mohon diperjelas . Terimakasih",Sosial dan Ekonomi
"Disepanjang trotoar jalan Rowe Yusuf Kecamatan Bobotsari tepatnya depan Pegadaian Bobotsari dan Barat Kantor Kecamatan Bobotsari, trotoar yang harusnya menjadi hak pejalan kaki digunakan untuk berdagang bahkan dibuat tempat jualan permanen. Padahal trotoar tersebut dilewati anak sekolah dari TK Aisyah Bobotsari, SMK Muhammadiyah Bobotsari, SMP N 1 Bobotsari, SMP N 2 Bobotsari, SMA Muhammadiyah Bobotsari dan SD N 2 Bobotsari dari arah barat ke timur. Mohon untuk ditertibkan dan tegakkan peraturan perundang - undangan yang berlaku.",Ketertiban
"Selamat pagi, Hanya mau memastikan prosedur saja, baru kali ini mengalaminya tentang pelayanan pasien BPJS di RSUD dr. R. Goeteng Taroenadibrata Purbalingga. 1. Apakah pasien masuk poliklinik minimal 2 orang pasien untuk sekali masuk? 2. Apakah Dokter bisa/boleh untuk tidak mengambil tindakan suntik? Alasannya karena harus cari asisten lagi, asisten biasanya berangkat siang dan masih perlu ruang khusus. Dan dokter menyarankan untuk ke RS lain dimana tempat dia juga praktek, karena di RS lain sudah tersedia asisten dan ruang khusus yang tidak disediakan di RS ini 3. Apa efek/hasil dari kritik dan saran ini terhadap kinerja pelayanan RSUD selanjutnya? karena keluhannya mayoritas masih sama, tentang kurangnya pelayanan RSUD yang masih terus berulang. Demikian, sambil menunggu perbaikan terealisasi kami sampaikan terima kasih",Pelayanan Publik
Sdh 3 Thn sy diajukan sbg penerima bantuan pembangunan rumah tp smp skrg blm juga sy dapatkan. Mohon bantuan Bapak bupati agar sy bisa segera merealisasikan agar sy mempunyai rumah sendiri,Sosial dan Ekonomi
"Assalamualaikum Bu Tiwi ngaputen , ini di daerah saya sudah ada 4 korban DBD dan rawat inap , dusun saya hanya di cek puskesmas dan tidak ada tindak lanjut pengasapan hanya imbauan kuras . Apa iya nunggu salah satu dari kami meninggal dulu baru di semprot atau apa, mohon bantuannya untuk tindak lanjut Matursuwun",Lingkungan
Desa kami sudah banyak penularan DBD tetapi tidak ada laporan entah ke dinkes entah dr desa kami entah dr puskesmas tidak laporan ke dinkes. Dan disini hanya ada PSN bukanya mengurangi ya terkan wabah penyakit malah nambah juga saya ada chat dr desa lain katanya habis sampe 10jt kalo vogging. Mohon tindakannya sama minta bantuanya.,Lingkungan
"Selamat pagi dinas pendidikan, ijin bertanya, Untuk 100 persen thr dan gaji ke 13 dari komponen TPG kapan di cairkan nggih, saya liat bebrapa kabupaten sudah mencairkan.. Terimakasih..",Pendidikan
Maaf mau tanya kapan ya kesra guru asn yg belum sertifikasi cair? Yang perbulan 250.000 ? Karena 2024 baru cair januari dan februari saja. Dari maret sampai desember mau diberikan kapan ya ???,Pendidikan
"Assalamualaikum, mohon dinas terkait untuk memperbaiki lampu jalan sekitar perempatan mewek - perempatan kedungmenjangan karena ada beberapa lampu jalan yang mati. Terimakasih.",Infrastruktur
"Jalan yang menghubungkan desa bandingan dengan desa lamuk rusak, dan rawan kecelakaan karena licin. sudah banyak yang kepleset. mohon perbaikannya. Lokasi depan tpu bandingan",Infrastruktur
"Mohon izin Ibu Bupati. Menyampaikan terkait beberapa titik jalan berlobang di Jalan Raya Pandansari - Kejobong Kec. Kejobong. Mohon untuk segera diperbaiki karena ini jalan utama dan minim penerangan jalan di malam hari, apalagi kondisi sekarang sedang musim penghujan menjadikan jalan berlobang tersebut tergenang air. Berikut saya lampirkan contoh kondisi jalannya. Terima kasih, mohon untuk segera ditindak lanjuti oleh dinas terkait.",Infrastruktur
jalan berlubang dari arah pasar bojongsari ke arah desa karangbanjar. mohon untuk ditindak lanjut karena menyebabkan beberapa kendaraan terjatuh. mohon untuk ditindak lanjut. nb: tidak bisa mengirimkan foto karena tidak bisa dilampirkan dari webnya.,Infrastruktur
"Jalan Amblas, dampak yang diakibatkan bisa berakibat fatal jika tidak segera diperbaiki",Infrastruktur
"Menginformasi di Desa Bedagas, dari perempatan paing menuju rembang setelah tikungan tajam. Pohon Bambu sering menutup jalan. Mohon barangkali bisa dirspikan atau dipangkas biar tidak berulang setiap hujan besar. Terimakasih",Lingkungan
Fenomena peredaran obat-obatan ilegal yg di dalangi oleh oknum orang aceh masyarakat purbalingga amat sangat resah. Mohon untuk Dinas Kesehatan dn polres purbalingga untuk dapat memberantas obat2an tersebut. Terimakasih,Ketertiban
"Saya warga Purbalingga mengucapkan trimakasih atas berdirinya Perpustakaan Daerah yg sangat bagus, fasilitas lengkap, nyaman, modern dan gratis. Bagi kaum pelajar sangat bermanfaat. Bagi warga umum juga bermanfaat utk menambah ilmu dan refreshing. Namun bagi yg jauh dari kota kesulitan utk meng akses layanan tsb. Saya mengusulkan dibangun Perpustakaan juga beberapa titik di Kab Purbalingga. Khusus nya yg jauh dari kota Kabupaten. Pasti akan sangat banyak peminat. Terkait petugas piket, nanti bisa memberdayakan pustakawan / guru bhs indonesia yg ada di sekolah2 secara bergilir...Piket bisa menggantikan tugas di sekolah jd tidak perlu penambahan jam kerja. Terima kasih...",Pendidikan
"Mohon Pemerintah Kabupaten Purbalingga Untuk Jalan di Bumi Perkemahan Munjuluhur Khusus nya Jalan dibawah yang menghubungkan dusun Munjuluhur Desa Karangbanjar Tolong di Aspal , Karena Jalannya sudah Rusak , Karena Jalan Tersebut untuk akses keluar masuk warga Munjuluhur , Kami sebagai warga Munjuluhur kesulitan akses terkhusus untuk jalan bawah bumi perkemahan munjuluhur. Mohon untuk Pemerintah Kabupaten Purbalingga untuk segera di Aspal sudah Rusak Banget. Terimakasih",Infrastruktur
jalan mangunegara bobotsari banyak yg bergelombang dan berlubang moohon bisa diperbaiki.,Infrastruktur
"Assalamu'alaikum,,maaf mau tanya untuk kenaikan gaji berkala P3K,dr bln Februari smpai sekarang belum juga turun,lalu tamsil P3K juga,mohon penjelasannya bpk/Ibu,,??",Sosial dan Ekonomi
Tolong urus PT atau perusahaan yang kerjanya sampai jam 12 malam,Sosial dan Ekonomi
Lampu jalan jln raya tobong kutasari mati,Infrastruktur
"Kepada Dinporapar Saya ingin menyampaikan usulan mengenai kebutuhan lapangan basket untuk umum di GOR. Saat ini, banyak masyarakat yang tertarik dengan olahraga basket, namun fasilitas lapangan untuk publik masih terbatas. Kehadiran lapangan basket di GOR tentu akan menjadi sarana yang sangat bermanfaat untuk masyarakat yang ingin berolahraga dan berkumpul. Semoga usulan ini dapat dipertimbangkan demi mendukung perkembangan olahraga dan gaya hidup sehat di kalangan masyarakat. Terima kasih atas perhatian dan dukungannya.",Pelayanan Publik
"Kualitas pelayanan di puskesmas Kalimanah sangat sangat buruk, petugasnya tolong di ganti ke yang lebih profesional. Hari ini tanggal 21 November 2024 ibu saya datang setengah 7 dapat antrian nomor 9 sampai antrian ke 11 tidak dipanggil. Setelah ditanya ternyata ada salah penulisan NIK oleh petugas sehingga namanya tidak di panggil. Dan bukanya di benarkan kemudian malah disuruh antri lagi dari awal dan petugas seperti acuh. Padahal sudah jelas itu adalah kesalahan dari petugas",Pelayanan Publik
"Mohon petunjuk Bapak/Ibu Saya ingin mengurus balik nama pbb, untuk prosedurnya saya harus ke mana? Kalo dikota kan mengurus di Bapenda, kalo di Kabupaten Purbalingga saya harus kemana? Mohon petunjuk karena saya pendatang. Terimakasih",Pelayanan Publik
lampu pertigaan serut bukateja kemarin hari rabu sudah diperbaiki dan menyala ..tapi pada hari sabtu tgl 16 mati lagi..mohon di perbaiki ..terima kasih,Infrastruktur
Selamat pagi bapak/ibu data KTP sayaa atas nama shofianita al musallamah didukcapil belum ada fotonya dikarenakan data KTP syaa didukcapil belum ada fotonya jadi untuk buka rekening agak susah kebetulan saya lagi merantau jadi mohon bantuannya terimakasih,Pelayanan Publik
Pertanyaan: bagaimana proses pengajuan dana hibah untuk ranting NU?,Pelayanan Publik
lampu jalan depan optik sai sampai sma 1 bukateja mati. mohon diperbaiki,Infrastruktur
lampu jalan pertigaan serut sampai sma 1 bukateja mati mohon perbaikannya terima kasih,Infrastruktur
"Nuwun sewu, tolong perbaiki jalan berlubang di depan tempat tinggal saya, Jalan Gunung Kraton, Babakan, sebelah barat Apotek Sentosa Farma karena sangat membahayakan pengendara, apalagi kalau malam. Tolong juga buatkan ulang penutup selokan di sebelahnya. Dulu yang buat tukang pas pembuatan selokan, tapi terlalu tinggi sehingga membuat mobil yang masuk jadi nggasrak, apalagi sekarang sudah rogol. Dulu di depan tempat tinggal saya lama dibuat jadi tempat menaruh banyak bahan material pembuatan selokan, jadi diharapkan ada semacam simbiosis mutualisme. Terima kasih & mohon maaf sebelumnya.",Infrastruktur
"Air PDAM sudah 2 minggu mati. Lokasi rumah kami di Perum permata karsen no.26 RT 05/ RW 01,Karangsentul, Padamara. Air mati dari pagi sampai malam mulai nyala jam 11 malam dan jam 4 pagi sudah mati lagi. Dari pagi hingga malam air benar-benar mati dan tidak menetes. Tolong untuk segera di betulkan agar air bisa lancar kembali karena sangat sulit sekali 2 minggu ini tanpa air untuk kebutuhan rumah tangga sehari-hari. Kami mohon sekali",Pelayanan Publik
Assalamualaikum warahmatullahi wabarakatuh pak. Jika mau mengajukan bantuan dana untuk pembangunan gedung TPQ ke mana njih ?,Sosial dan Ekonomi
"Selamat sore, saya izin bertanga, ini di jln Pujowiyoto ada tempat terapi gratis Kor*a Healthy L*fe. Terapinya memang betul gratis. Tapi ditempat itu selalu ditawarkan untuk beli batu, kalung, gelang dengan iming-iming untuk kesehatan. Dan juga obat tetes mata. Ketika saya tanyakan apakah ini sudah ada bpom/izin lain ternyata blm ada. Dan batu gelang/kalung juga tidak ada sertifikasi dll. Yang saya takutkan ini penipuan seperti yang pernah ada dulu gelang p*wer b*al*nc* dll. Karena pasien disini sangatlah banyak dan orang tua semua. Yang mana rawan sekali untuk diimingi imingi. Mohon dicek apakah tempat ini sudah berizin atau belum? Terimakasih",Ketertiban
"Untuk tempat Pangkalan Dokar Alun Alun Purbalingga mohon untuk bisa dipertimbangkan di berikan atap, agar kuda yang menunggu tidak kepanasan setiap hari...Terima kasih",Infrastruktur
"Assalamu'alaikum Warahmatullahi WabarakatuhYth. Plt Bupati Purbalingga beserta jajaran dan dinas terkait, Saya ingin menanyakan kapan ya ruas jalan pagembrungan - ruas jalan pengadegan bisa di pasangi LPJU Konvensional, Soalnya kondisi jalan tersebut kalau malam penerangannya sangat minim, dan untuk yang kemarin di aspal ulang ruas jalan tersebut semoga secepatnya dikasih marka jalan soalnya kalau malam minim sekali penerangan jadinya jalannya ngga terlalu kelihatan, Mohon bisa segera ditindaklanjuti Terimakasih dan mohon maaf apabila ada kata-kata yang kurang berkenan. Wassalamu'alaikum Warahmatullahi Wabarakatuh",Infrastruktur
"Saya bukan warga purbalingga tp prihatin dengan keadanan Rumah kena bencana, 2023. Rt desa tidak bisa di andalkan.... Mohon hati nurani+kemanusiaan nya kebuka. Desa banjarkerta rt4rw3. Mohon di cek",Sosial dan Ekonomi
Assalamu'alaikum.. Mohon pelayanan pdam pusat purbalingga.. Tertera jam pelayanan 07:30.. Namun beberapa kali datang pelayanan baru dimulai hampir jam8.. Petugas asik merokok diparkiran dan dipos satpam.. Sekiranya dapat ditingkatkan pelayanannya.. Terimakasih,Pelayanan Publik
"Mohon perhatian terkait nomor telepon yang tercantum pada setiap lampu merah sepanjang jalan dari Bukateja ke Purbalingga. Kami mengusulkan agar nomor telepon tersebut diganti dengan nomor yang benar dan aktif, karena saat ini yang terpasang adalah nomor yang sudah tidak dapat dihubungi. Hal ini mempersulit kami untuk menyampaikan laporan atau keluhan. Pemasangan nomor telepon yang tidak aktif tentunya menjadi kurang efektif. Mohon kiranya untuk diperbaiki atau diganti dengan nomor yang aktif dan dapat dihubungi, atau sekalian dicopot jika tidak digunakan. Terima kasih atas perhatiannya.",Pelayanan Publik
"Selamat pagi Kami warga Luar kota , kami buat sertifikat di Kelurahan Purbalingga Kidul sejak sudah Hampir 2 tahun belum selesai² ,Lewat Kepala kelurahanya ,Eko SusiLo ,setiap kami tanya belum selesai ,pdhal uang udah masauk ,bukan PTSL katanya di Kota ga ada PTSL, apa gak ada kontrrol dari CAMAT atau Atasnya Lagi ,kinerja Lurahnya, mungkin banyak yg seperti saya Terima kasih",Pelayanan Publik
"Jalan penghubung antar desa banjarkerta,karanggedang,kabunderan dan Karanganyar rusak.bertahun tahun TDK diperbaiki.",Infrastruktur
"Bengkel beroprasi pada malam hari, mohon untuk penertiban bengkel racing yang buka pada malam hari, didepan rumah kami terdapat bengkel racing bernama NGADAMS RACING berlokasi di jalan raya bojong, perumahan bojong dekat batalion 406 yang buka dimalam hari hingga dini hari bahkan jam 4 subuh baru tutup, mereka mengoprasikan bengkelnya selayaknya pengoprasian bengkel pada siang hari dimana sering ngegeber kenalpot yang menggangu tidur warga setempat, terutama kami yang rumahnya berada didepan bengkel tersebut. kami sudah menegur secara pribadi, kami juga telah melapor kepada RT dan RW setempat dan langsung ditindak lanjuti oleh RT dan RW setempat, bahkan kami juga sudah melapor kepada petugas Satpol PP dan juga sudah ditegur langsung oleh petugas Satpol PP, namun tuguran-teguran tersebut hanya diidahkan kurang dari 2 bulan dengan menutup bengkel tersebut, namun sekitar 2 bulan ini kembali membuka bengkel tersebut dan membuat kebisingan kembali di waktu malam hari yang menyebabkan kegaduhan sepanjang malam.",Ketertiban
Saya Mau Menanyakan terkait data Tenaga Kependidikan dari SMP Muhammadiyah 2 Bobotsari atas nama Tri Agung Siswanto Belum masuk data BKN Mohon solusinya Trimakasih,Pendidikan
"Lampu penerangan umum banyak yang mati di sekitar jalan mayjend soengkono Rt 02 Rw 05, desa Blater, Kalimanah, yang mengakibatkan jalan gelap, sering terjadi kecelakaan. Mohon untuk segera di perbaiki mengingat jalan raya tersebut rame dan belom lama ini ada kecelakaan kendaraan.",Infrastruktur
"Ijin lapor di Desa Bedagas Kecamatan Pengadegan dh seminggu Pamsimas nya keluar pagi sama sore itu aja sebentar apakah ngga ada pemeliharaan apa ngga ada anggaran dr Desa padahal tiap bulan bayar air, semoga ada itikad baik dr pengurus karna warga sangat membutuhkan air..",Pelayanan Publik
Mohon di perbaiki lampu jalan 2 titik deket rumah saya. Alamat rt17/06 ds. Senon. Kec kemangkon.,Infrastruktur
"Air kran dari PDAM MATII!!! WILAYAH DEPAN GOR! MULAI MATI HABIS SUBUH NYALA JAM SET 11, MATI LAGI HABIS ASHAR NYALA JAM TENGAH 8 HABIS ISA!! NEK DINA JUMAT MATI BAR SUBUH MURUB JAM 1 AWAN!! MENGKO JAM 3 MATI MANING, MURUBE BAR ISA!!! WARGA SUDAH PERNAH KOMPLEN KE KANTOR PDAM. JAWABAN DISANA TIDAK MEMUASKAN! MALAH NGELES!! MULAI MATI SUDAH 3 BULAN LEBIH! & PASTI 1 TAHUN SEKALI NGALAMIN KAYA GINI!!!! TULUNG JAJAL BUPATI DIRESPON! WANI BERTINDAK APA ORA! KEPENGIN NGRASAKNA SING JERE NEGARA HADIR UNTUK MSYARAKAT AREP ADUS REKASA!! AREP NGISING REKASA!! AREP NGUMBAIH KLAMBI & PIRING REKASA!!! DALAN YA TULUNG DIALUSI WILAYAH PADAMARA!!! RIKA DADI BUPATI APA ENGGANE MBISU BU?? NGAREP NEUTRON DIDELENG KUE ASPALE PADA METENG! NGGO KOMPLENAN SOAL DALAN AKU AREP ORA NGEFOTO! BEN RIKA TEKA MING LOKASI, MATANE DIBUKAK SING AMBA!!! KIE KRITIK PEDAS NGGO RIKA! NEK ORA BISA DADI PEMPIMPIN NGESUK ORA USAH NYALON! MADAN DUE ISIN TULUNG!!!!",Pelayanan Publik
